STATUS | wrapper  | 2019/10/03 04:03:13 | --> Wrapper Started as Console
INFO   | jvm 1    | 2019/10/03 04:03:30 | 
INFO   | jvm 1    | 2019/10/03 04:03:32 | 
INFO   | jvm 1    | 2019/10/03 04:03:32 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:32 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2019/10/03 04:03:32 | Caused by: io.mycat.config.util.ConfigException: dataNode 'masterDN' is not found!
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.checkDataNodeExists(XMLSchemaLoader.java:534)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadSchemas(XMLSchemaLoader.java:166)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:122)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.MycatServer.<init>(MycatServer.java:170)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:116)
INFO   | jvm 1    | 2019/10/03 04:03:32 | 	... 7 more
STATUS | wrapper  | 2019/10/03 04:03:34 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/10/03 04:03:35 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/10/03 04:03:35 | Launching a JVM...
INFO   | jvm 1    | 2019/10/03 04:03:36 | OpenJDK 64-Bit Server VM warning: ignoring option MaxPermSize=64M; support was removed in 8.0
INFO   | jvm 1    | 2019/10/03 04:03:36 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2019/10/03 04:03:36 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2019/10/03 04:03:36 | 
INFO   | jvm 1    | 2019/10/03 04:03:38 | 
INFO   | jvm 1    | 2019/10/03 04:03:38 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:38 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2019/10/03 04:03:38 | Caused by: io.mycat.config.util.ConfigException: dataNode 'masterDN' is not found!
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.checkDataNodeExists(XMLSchemaLoader.java:534)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadSchemas(XMLSchemaLoader.java:166)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:122)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.MycatServer.<init>(MycatServer.java:170)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:116)
INFO   | jvm 1    | 2019/10/03 04:03:38 | 	... 7 more
STATUS | wrapper  | 2019/10/03 04:03:40 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/10/03 04:03:44 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/10/03 04:03:45 | Launching a JVM...
INFO   | jvm 1    | 2019/10/03 04:03:45 | OpenJDK 64-Bit Server VM warning: ignoring option MaxPermSize=64M; support was removed in 8.0
INFO   | jvm 1    | 2019/10/03 04:03:46 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2019/10/03 04:03:46 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2019/10/03 04:03:46 | 
INFO   | jvm 1    | 2019/10/03 04:03:47 | 
INFO   | jvm 1    | 2019/10/03 04:03:47 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:47 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2019/10/03 04:03:47 | Caused by: io.mycat.config.util.ConfigException: dataNode 'masterDN' is not found!
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.checkDataNodeExists(XMLSchemaLoader.java:534)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadSchemas(XMLSchemaLoader.java:166)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:122)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.MycatServer.<init>(MycatServer.java:170)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:116)
INFO   | jvm 1    | 2019/10/03 04:03:47 | 	... 7 more
STATUS | wrapper  | 2019/10/03 04:03:49 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/10/03 04:03:51 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/10/03 04:03:52 | Launching a JVM...
INFO   | jvm 1    | 2019/10/03 04:03:52 | OpenJDK 64-Bit Server VM warning: ignoring option MaxPermSize=64M; support was removed in 8.0
INFO   | jvm 1    | 2019/10/03 04:03:53 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2019/10/03 04:03:53 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2019/10/03 04:03:53 | 
INFO   | jvm 1    | 2019/10/03 04:03:54 | 
INFO   | jvm 1    | 2019/10/03 04:03:54 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:54 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2019/10/03 04:03:54 | Caused by: io.mycat.config.util.ConfigException: dataNode 'masterDN' is not found!
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.checkDataNodeExists(XMLSchemaLoader.java:534)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadSchemas(XMLSchemaLoader.java:166)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:122)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.MycatServer.<init>(MycatServer.java:170)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:116)
INFO   | jvm 1    | 2019/10/03 04:03:54 | 	... 7 more
STATUS | wrapper  | 2019/10/03 04:03:56 | <-- Wrapper Stopped
STATUS | wrapper  | 2019/10/03 04:04:00 | --> Wrapper Started as Console
STATUS | wrapper  | 2019/10/03 04:04:00 | Launching a JVM...
INFO   | jvm 1    | 2019/10/03 04:04:00 | OpenJDK 64-Bit Server VM warning: ignoring option MaxPermSize=64M; support was removed in 8.0
INFO   | jvm 1    | 2019/10/03 04:04:01 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2019/10/03 04:04:01 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2019/10/03 04:04:01 | 
INFO   | jvm 1    | 2019/10/03 04:04:03 | 
INFO   | jvm 1    | 2019/10/03 04:04:03 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:04:03 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at java.lang.reflect.Method.invoke(Method.java:498)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at java.lang.Thread.run(Thread.java:745)
INFO   | jvm 1    | 2019/10/03 04:04:03 | Caused by: io.mycat.config.util.ConfigException: dataNode 'masterDN' is not found!
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.checkDataNodeExists(XMLSchemaLoader.java:534)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.loadSchemas(XMLSchemaLoader.java:166)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:122)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.MycatServer.<init>(MycatServer.java:170)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:116)
INFO   | jvm 1    | 2019/10/03 04:04:03 | 	... 7 more
STATUS | wrapper  | 2019/10/03 04:04:05 | <-- Wrapper Stopped
